item_id,figure1,figure2,figure3,figure4,figure5,figure6,figure7,figure8,choice1,choice2,choice3,choice4,solution,masked_idx,seq_order,choice_order,pattern,trial_type
52,greater-than,greater-than,greater-than,dollar-sign,greater-than,greater-than,greater-than,dollar-sign,greater-than,tilde,dollar-sign,quote,dollar-sign,7,17243605,2013,AAABAAAB,experiment
221,percent,percent,percent,hashtag,percent,percent,percent,hashtag,slash,asterisk,hashtag,percent,hashtag,7,47263510,0231,AAABAAAB,experiment
206,less-than,less-than,less-than,greater-than,less-than,less-than,less-than,greater-than,greater-than,dollar-sign,exclamation,less-than,greater-than,7,34510276,1230,AAABAAAB,experiment
193,plus,plus,plus,and,plus,plus,plus,and,plus,equals,and,tilde,and,7,51346207,3102,AAABAAAB,experiment
87,plus,plus,plus,slash,plus,plus,plus,slash,hashtag,slash,plus,asterisk,slash,7,03245716,2103,AAABAAAB,experiment
234,at,at,at,and,at,at,at,and,and,percent,hashtag,at,and,7,56410273,2310,AAABAAAB,experiment
56,tilde,tilde,tilde,and,tilde,tilde,tilde,and,quote,tilde,and,percent,and,7,61230457,1032,AAABAAAB,experiment
98,less-than,less-than,less-than,quote,less-than,less-than,less-than,quote,quote,hashtag,less-than,and,quote,7,10546327,1230,AAABAAAB,experiment
134,slash,slash,slash,and,slash,slash,slash,and,and,greater-than,equals,slash,and,7,67230154,1203,AAABAAAB,experiment
166,equals,equals,equals,angle-up,equals,equals,equals,angle-up,and,slash,equals,angle-up,angle-up,7,17345620,0123,AAABAAAB,experiment
156,exclamation,exclamation,exclamation,slash,exclamation,exclamation,exclamation,slash,quote,exclamation,percent,slash,slash,7,65270143,3210,AAABAAAB,experiment
63,hashtag,hashtag,hashtag,slash,hashtag,hashtag,hashtag,slash,less-than,tilde,slash,hashtag,slash,7,60142537,3102,AAABAAAB,experiment
150,minus,minus,minus,hashtag,minus,minus,minus,hashtag,minus,tilde,exclamation,hashtag,hashtag,7,03456217,0213,AAABAAAB,experiment
43,at,at,at,asterisk,at,at,at,asterisk,asterisk,at,hashtag,equals,asterisk,7,17456203,1203,AAABAAAB,experiment
38,tilde,tilde,tilde,minus,tilde,tilde,tilde,minus,hashtag,minus,equals,tilde,minus,7,34751026,3120,AAABAAAB,experiment
117,percent,percent,percent,quote,percent,percent,percent,quote,percent,greater-than,quote,minus,quote,7,72160543,3102,AAABAAAB,experiment
48,percent,percent,percent,greater-than,percent,percent,percent,greater-than,percent,minus,quote,greater-than,greater-than,7,03724651,1302,AAABAAAB,experiment
23,exclamation,exclamation,exclamation,hashtag,exclamation,exclamation,exclamation,hashtag,exclamation,tilde,hashtag,greater-than,hashtag,7,51043627,0213,AAABAAAB,experiment
10,and,and,and,tilde,and,and,and,tilde,exclamation,tilde,and,at,tilde,7,07251364,1230,AAABAAAB,experiment
75,percent,percent,percent,at,percent,percent,percent,at,hashtag,at,and,percent,at,7,57320416,2310,AAABAAAB,experiment
345,exclamation,slash,exclamation,slash,percent,asterisk,percent,asterisk,asterisk,slash,percent,exclamation,asterisk,7,32650174,2310,ABABCDCD,experiment
393,greater-than,at,greater-than,at,dollar-sign,exclamation,dollar-sign,exclamation,exclamation,greater-than,dollar-sign,at,exclamation,7,06735124,3120,ABABCDCD,experiment
452,greater-than,at,greater-than,at,percent,and,percent,and,percent,at,greater-than,and,and,7,74536120,3021,ABABCDCD,experiment
389,tilde,dollar-sign,tilde,dollar-sign,less-than,equals,less-than,equals,dollar-sign,tilde,equals,less-than,equals,7,30275164,0132,ABABCDCD,experiment
395,less-than,plus,less-than,plus,dollar-sign,percent,dollar-sign,percent,less-than,dollar-sign,plus,percent,percent,7,02473156,0123,ABABCDCD,experiment
308,dollar-sign,at,dollar-sign,at,slash,plus,slash,plus,at,dollar-sign,plus,slash,plus,7,63152704,1032,ABABCDCD,experiment
401,angle-up,and,angle-up,and,equals,tilde,equals,tilde,equals,angle-up,and,tilde,tilde,7,36427051,1230,ABABCDCD,experiment
476,dollar-sign,quote,dollar-sign,quote,asterisk,equals,asterisk,equals,equals,quote,dollar-sign,asterisk,equals,7,73045216,0312,ABABCDCD,experiment
456,and,greater-than,and,greater-than,percent,tilde,percent,tilde,percent,greater-than,and,tilde,tilde,7,27045316,1230,ABABCDCD,experiment
283,equals,slash,equals,slash,exclamation,angle-up,exclamation,angle-up,equals,exclamation,angle-up,slash,angle-up,7,27403561,3021,ABABCDCD,experiment
